,CUSIP,SYMBOL,YTD_FTD_SUM,YTD_PCT_OUTSTANDING
0,759892300,RENN,777548,4.306113600503388
1,759937204,IPO,1997315,24.832775088088365
2,760911107,REFR,1264181,3.808240032259368
3,76118L102,RESN,3025201,4.638594968024648
4,76129W105,RVP,3200459,9.323786795344438
5,76131D103,QSR,5740364,1.860651552567128
6,761516103,RVVTF,65330844,20.839609989871498
7,761525609,REV,3925121,7.017204779697223
8,76156B107,RVLV,2801478,7.133421803905928
9,766559603,RIGL,2113220,1.2036987492029674
10,76680V108,REI,13911953,13.639423675539053
11,767292105,RIOT,16531597,16.41519977314459
12,767754872,RAD,6062173,10.67380475329944
13,76881Y109,RIV,665191,5.0861055991348305
