,CUSIP,SYMBOL,YTD_FTD_SUM,YTD_PCT_OUTSTANDING
0,911163103,UNFI,832391,1.4611871392655247
1,911363109,URI,767362,1.0253004820981408
2,911549103,UAMY,10270804,9.398935009237551
3,91167Q100,BNO,4352896,35.649792574346705
4,911805307,USEG,2283315,47.90864496408606
5,912318300,UNG,10065336,48.473165520485935
6,91232N207,USO,16621657,32.90239908215021
7,91274U101,USWS,13496792,13.882910018399434
8,912909108,X,9614127,3.5299814596176247
9,91381U101,UBX,12428069,22.230392519868616
10,913821302,UUU,1837003,76.97506506414649
11,91688R108,URG,17656829,8.92264625480437
12,916896103,UEC,15444140,6.3497571509205475
13,91705J105,UONE,4393936,51.55681798981333
14,91705J204,UONEK,1601390,4.249731424531925
15,91822J103,VBIV,21271186,7.963910543232042
16,91822M106,VEON,19095989,1.045111780127278
17,91829B103,VOC,993900,5.823872933510989
18,918385105,VTVT,6834377,11.06497612742471
