,CUSIP,SYMBOL,YTD_FTD_SUM,YTD_PCT_OUTSTANDING
0,871655106,SYPR,2898154,13.060192436080897
1,87241L109,TFII,1178142,1.265055758289653
2,87283Q107,TCHP,3602718,52.13722178461604
3,87283Q206,TEQI,1083825,73.72567986188487
4,87283Q305,TGRW,489800,35.3795902092871
5,87283Q404,TDVG,1384018,44.412134110064926
6,873379101,TRHC,2285703,9.097878668999252
7,874080104,TAL,10605225,2.3120802314453743
8,875465106,SKT,8902283,8.245762024239658
9,87601A107,TRX,13209319,5.1742535985498685
10,87807B107,TRP,10358921,1.0175187826741106
11,87808K106,TCRR,835173,2.154466575190025
