,CUSIP,SYMBOL,YTD_FTD_SUM,YTD_PCT_OUTSTANDING
0,66538H633,IBD,1564755,17.236551484607883
1,66538R730,LGH,1387597,20.333552456311928
2,66538R748,QQH,812311,13.5128827281314
3,66987E206,NG,3361441,1.0016030608358752
4,66987P201,NBY,7624502,16.640905226593873
5,670002401,NVAX,2457406,3.1796805066794414
6,67010B102,NSRPF,3930234,1.5762278754847858
7,67058H409,NSPRC,89152,891520000.0
8,67059N108,NTNX,2333016,1.1021567590634294
9,67062M105,NNY,248692,inf
10,67063C106,NXQ,318014,1.7739062954613205
11,67063X100,NXR,341435,2.537752256186512
12,67067Y104,NSL,1024985,2.622106038343221
