,CUSIP,SYMBOL,YTD_FTD_SUM,YTD_PCT_OUTSTANDING
0,921946794,VYMI,6187666,15.078717076976691
1,921946810,VIGI,5586947,12.043580714894937
2,921946885,VWOB,909966,2.331763749989302
3,92203J407,BNDX,11706991,1.4855057963771419
4,922042718,VSS,1513175,2.0209360520901534
5,922042742,VT,10758412,4.594585272945922
6,922042775,VEU,12558533,2.187577510430773
7,922042858,VWO,23045786,1.4089986345694556
8,922042866,VPL,10578831,15.141184533869492
9,922042874,VGK,18175452,5.792684933337288
10,92204A108,VCR,1833766,8.47351340291342
11,92204A207,VDC,728555,2.1881479571313958
12,92204A306,VDE,1179423,1.6420681240041048
13,92204A405,VFH,1446434,1.2401057082959954
14,92204A504,VHT,795624,1.2323082328113173
15,92204A603,VIS,2894052,10.128381047626753
16,92204A801,VAW,906708,4.137240931356948
17,92204A876,VPU,561477,1.631355122118688
18,92204A884,VOX,1149407,3.3953963739254522
19,92206C102,VGSH,2759232,1.2484611996021024
20,92206C409,VCSH,9295420,1.8212746514942202
21,92206C573,VTC,901156,11.7237956405698
22,92206C599,VTHR,1151041,20.67761601148564
23,92206C664,VTWO,6950903,9.810730568201521
24,92206C680,VONG,1575923,1.5636392532991845
25,92206C706,VGIT,1903291,1.5915408929773205
26,92206C714,VONV,5238183,5.57779199732582
27,92206C730,VONE,1569963,11.822276721441243
28,92206C771,VMBS,3846046,1.3130185864229404
29,92206C813,VCLT,5668256,10.631006514667146
30,92206C847,VGLT,2280362,8.722890414089822
31,92206C870,VCIT,11682967,2.3469870792200678
32,92243A200,VXRT,47072626,36.95387494402569
33,922907746,VTEB,13682483,5.289197787099723
34,922908538,VOT,560106,1.118377123388741
35,922908553,VNQ,7660870,1.7746581296834172
36,922908595,VBK,748779,1.330481531081768
37,922908637,VV,1411890,1.0943385579927585
38,922908652,VXF,16391527,16.885175576796506
39,922908751,VB,5501540,2.5609813808534314
40,92332W105,VERO,2789750,5.149215013038187
41,92336X109,VNE,6030936,5.319183127086309
42,92346J108,VCEL,503907,1.0498150422009784
