,CUSIP,SYMBOL,YTD_FTD_SUM,YTD_PCT_OUTSTANDING
0,59318D104,CXE,473662,1.4866198501296668
1,59318T109,CIF,722889,3.6882022212509087
2,59410T106,MGDDY,12686393,1.3807755555137977
3,594960304,MVIS,56203961,34.099197695144056
4,594972408,MSTR,1090287,13.558383883051544
5,59935P209,MLSS,2260640,3.277273512093267
6,602496101,MDXG,3276010,2.8457310785042904
7,60255C109,MNMD,64215178,13.915868306568518
8,60770K107,MRNA,10892738,2.6722550072732814
9,60800C109,MOGO,12078059,16.605419301562264
10,60871R209,TAP,2881845,1.4273409511939235
