,CUSIP,SYMBOL,YTD_FTD_SUM,YTD_PCT_OUTSTANDING
0,373737105,GGB,12598107,1.0525636832256176
1,37427C209,GGLDF,8192735,9.591453723087144
2,374396406,GEVO,25471501,12.763661436646586
3,375916103,GIL,2206858,1.0953403224711713
4,378973408,GSAT,41576801,2.2966519574308295
5,37946R109,GLP,633856,1.804888514983907
6,37950E101,GXF,764457,54.265878720119254
7,37950E119,SDEM,3732151,66.9820546685698
8,37950E291,DIV,2931864,8.572403976142583
9,37950E416,SOCL,1253454,18.371384086529098
10,37950E549,SDIV,7946337,10.768952596812756
11,37954Y285,EDOC,18615879,54.05010090182321
12,37954Y293,MLPX,1648434,7.80440271156211
13,37954Y319,GREK,1471263,26.84554292201733
14,37954Y343,MLPA,777161,2.6393070133356895
15,37954Y350,EMBD,537643,10.568397083623026
16,37954Y368,CEFA,106974,93.27880574109277
