,CUSIP,SYMBOL,YTD_FTD_SUM,YTD_PCT_OUTSTANDING
0,73934B400,PWWBF,5105331,2.908582418987672
1,74019L503,PRPO,8530354,36.07246907791601
2,74040L100,PMEDF,1295150,1.135254192367554
3,74139C102,PVG,2339564,1.2196740412152842
4,74167P108,PRMW,2049751,1.2235390448026502
5,74255Y300,PY,544265,46.44549237265283
6,74255Y409,BTEC,303621,11.820412237562952
7,74255Y508,GENY,1091161,70.29892930749342
8,74255Y607,PSC,1918442,5.338962869611906
9,74255Y870,USMC,1106655,2.147495782648988
10,74255Y888,PREF,6008558,28.821031873638226
11,74319B502,PROF,701474,3.3633254956713863
12,74340E103,PGNY,2227801,2.379530933332832
13,74345W108,PRPH,1685101,10.959052799177542
