,CUSIP,SYMBOL,YTD_FTD_SUM,YTD_PCT_OUTSTANDING
0,74347B169,ONLN,2897869,22.082252412316997
1,74347B201,TBT,21219199,24.320476064814017
2,74347B235,DOG,4930394,53.87398973853534
3,74347B276,DXD,4311540,36.76674621706395
4,74347B284,EEV,232654,59.287290593194
5,74347B318,SPXB,139253,34.13716347733145
6,74347B383,SDS,20460995,27.248912813259363
7,74347B425,SH,16102298,14.798834422653947
8,74347B508,TOLZ,583941,20.112912347751568
9,74347B680,REGL,1389006,9.538558925686843
10,74347B698,SMDV,1099919,8.078595836646107
11,74347B714,PSQ,16820483,31.291548360136478
12,74347G705,DIG,416928,14.726818034107126
13,74347G887,TTT,3801420,100.61207518525556
14,74347R107,SSO,4051949,11.534091968461889
15,74347R172,UBT,359801,31.720650985647282
16,74347R180,UST,375638,121.79707081089319
17,74347R206,QLD,4682195,6.568712840250801
18,74347R305,DDM,1029560,15.71080976531295
19,74347R313,PST,1432555,34.84373821864731
20,74347R669,USD,444486,4.998886039915197
21,74347R750,UCC,49848,14.156818975726543
22,74347R842,UWM,3053202,60.23280322240946
23,74347W130,SVXY,3614647,49.45577599312176
24,74347W387,KOLD,4652754,22.94872870490266
25,74347W601,UGL,403921,9.408120469855168
26,74347X625,URE,426436,31.342567242285373
27,74347X799,URTY,2908552,76.4415485569271
28,74347X823,UDOW,2159267,16.55542398726149
