,CUSIP,SYMBOL,YTD_FTD_SUM,YTD_PCT_OUTSTANDING
0,37954Y384,BUG,11520277,40.7627438894507
1,37954Y392,HERO,4684911,25.335744195516707
2,37954Y418,GXTG,592566,27.57273855440019
3,37954Y434,GNOM,5608912,44.625129505605635
4,37954Y442,CLOU,8481924,17.92727518594959
5,37954Y483,QYLD,2292840,1.0592916760073405
6,37954Y616,QDIV,62610,19.514764644644895
7,37954Y624,DRIV,8997688,22.734378012289522
8,37954Y632,AIQ,2051885,34.37195386194398
9,37954Y657,PFFD,3593976,3.7691501557333265
10,37954Y673,PAVE,31434288,18.170872162252873
11,37954Y707,RNRG,3117306,35.54927938523231
12,37954Y715,BOTZ,3598435,4.64420063345279
13,37954Y723,EDUT,1369736,199.882965667497
14,37954Y731,KRMA,1181688,6.59706396688047
15,37954Y772,AGNG,871516,39.431580338051155
16,37954Y780,SNSR,1291079,9.504103150973195
17,37954Y806,ALTY,855533,34.71229063879512
18,37954Y830,COPX,7827779,29.19505600514277
19,37954Y855,LIT,9345144,15.715601537794582
20,37954Y871,URA,8125291,20.530586876318267
21,37954Y889,CATH,1957906,18.376111934853462
22,37959X209,GBLO,26891,53.15057121397794
23,38045R206,GOL,24243226,15.204109520295281
24,38046C109,GOGO,13145023,11.452837411326268
25,38068T105,GORO,1659336,2.1223074344199104
26,380738104,GSV,33267756,9.052501454048983
27,381119106,AUMN,19115637,11.368140135885753
28,38119T807,GSS,2987508,2.531001058180116
