,CUSIP,SYMBOL,YTD_FTD_SUM,YTD_PCT_OUTSTANDING
0,98462Y100,AUY,18710692,1.928832321512296
1,98741T104,DAO,1710940,4.627568928379463
2,98943Y109,ZPHYF,3204101,4.645388538836485
3,98954M200,Z,6062869,3.124037726123798
4,989696109,ZNOG,32916168,10.780828008629008
5,98979H202,ZSAN,13503846,11.212148727527829
6,98980F104,ZI,19956416,10.713340210321205
7,98980G102,ZS,2391044,1.6958333644514094
8,98980L101,ZM,3467755,1.386625350309082
9,98985W102,ZYME,610102,1.315264845634095
10,98986M103,ZYXI,1507365,4.2331569364655905
11,98986X109,ZYNE,3118102,7.325696360664703
12,B38564108,EURN,6557947,2.9508512892300582
