,CUSIP,SYMBOL,YTD_FTD_SUM,YTD_PCT_OUTSTANDING
0,58039P107,MUX,18528928,3.9301402333953677
1,583935200,MLLOF,11427406,16.21874070146861
2,58468P206,MNOV,3265271,6.37385368240257
3,58471G300,MDGS,17672767,84.93468214315236
4,58490H107,MDNA,1499018,2.763450296790814
5,58504D100,MEDIF,32668411,11.903978444435667
6,58507M107,MMNFF,139715482,26.71030089241806
7,58936H109,MFH,1893853,19.12773582445476
8,590479135,MESA,757645,2.0719332157356827
9,590717104,MESO,6266145,4.62639676147317
10,59124U605,MTA,5048947,11.349424809203915
11,59151K108,MEOH,836344,1.0774508423939182
12,59156R850,METPRF,243097,2430970000.0
13,59156R876,METPRE,113455,1134550000.0
