,CUSIP,SYMBOL,YTD_FTD_SUM,YTD_PCT_OUTSTANDING
0,02210T108,ARB,95949,31.049145209256267
1,02263T104,AMADY,4941582,1.0481702169302178
2,023111206,AMRN,6520209,1.6104316923627917
3,02376R102,AAL,69252911,10.544264807617806
4,024870107,AMMJ,1441762,1.7731048956190105
5,025072109,KORP,506861,17.500668108076752
6,025072208,VALQ,1302852,26.51298917748301
7,025072307,QGRO,1022123,29.049328748525326
8,025072406,QINT,619844,15.260305391247146
9,025072505,TAXF,1979428,61.85776290817999
10,025072703,AVDE,4467737,27.847272280765395
11,025072752,ESGA,1947678,72.5972145345164
12,025072760,MID,391812,103.9165086395523
13,025072794,FLV,4504171,103.47993199623222
14,025072802,AVDV,4321424,25.53797489486933
15,025072810,FDG,5147245,197.23134399846728
16,025072877,AVUV,1935312,8.83568427368893
17,025072885,AVUS,2951176,14.324556154541824
18,02553E106,AEO,6714907,3.880027607457712
19,027259209,LIACF,16518143,8.890770190720978
20,028791200,USGDF,19998220,20.21401267086657
21,02927U208,AREC,15669981,25.084550806626165
