,CUSIP,SYMBOL,YTD_FTD_SUM,YTD_PCT_OUTSTANDING
0,51508J405,LMRKN,90398,4.486564823362417
1,51654W101,LTRN,497447,4.252989464799792
2,516683109,LRAXF,3141845,7.610963302615614
3,51669T101,LMRXF,8929139,4.889232999481872
4,518416102,RODM,1772025,2.6379495668077504
5,518416409,ROUS,1106005,10.954352547702474
6,524682200,LRGE,643175,21.537997357206436
7,524682309,YLDE,145819,31.929256789009706
8,52468L505,LVHI,313193,9.900515299830785
9,52468L810,WBND,1656505,33.49419530059559
10,52567D107,LMND,18291386,29.305553624074093
11,52603A208,LC,4250241,4.15984954922022
12,52603B107,TREE,311383,2.323257005125397
