,CUSIP,SYMBOL,YTD_FTD_SUM,YTD_PCT_OUTSTANDING
0,09061H307,BMRA,1042348,8.237527651110339
1,09071M205,BLRX,8891682,18.298703807805865
2,09073N201,BSGM,1608479,4.547406433382001
3,09075F107,BNGO,59788225,21.290216143060114
4,09075P105,BTAI,380739,1.2990631428437194
5,09075V102,BNTX,11681959,4.809601447407742
6,09088U109,BGI,5444282,50.97652822880347
7,09225M101,BSM,2224227,1.0236754592196686
8,09228F103,BB,33830496,5.783320517360439
9,09250U101,BGR,446866,1.454061059982809
10,09250W107,BME,447865,3.786624013722533
11,09254J102,MUA,656395,1.7280429787886373
