,CUSIP,SYMBOL,YTD_FTD_SUM,YTD_PCT_OUTSTANDING
0,00847L100,AGRX,3659291,3.902237559589035
1,00848K101,UAVS,25024737,32.095960041296166
2,00851L103,API,3061817,3.122036812931005
3,008875106,AIKI,25712412,27.351546996027686
4,00901B105,AIM,4046627,8.374184093659448
5,00922R105,ATSG,2051520,2.6658400802101423
6,00973N102,AKTS,2302969,4.475192477160422
7,00973W102,KERN,5725767,21.311923222142553
8,011532108,AGI,4130875,1.0256625175272618
9,013091103,ACI,23088309,4.808256750943289
10,01535P106,AXU,6786697,4.3325704425883504
11,015857105,AQN,16718365,2.562265394823166
12,016095101,TARSF,12731110,8.171436082149187
