,CUSIP,SYMBOL,YTD_FTD_SUM,YTD_PCT_OUTSTANDING
0,97717X651,DGRS,883056,19.57656556591863
1,97717X669,DGRW,6116204,5.6084704592704515
2,97717X701,HEDJ,1353563,4.96603004647709
3,97717X719,CXSE,5095201,26.942018568690212
4,97717X784,EMCB,174046,22.343180134716874
5,97717Y691,WCLD,8816749,38.885570537508976
6,97717Y725,MTGP,157086,19.19737787619704
7,97717Y774,DWMF,59594,4.190345203892069
8,97727L200,WKEY,5661488,22.61228682737141
9,98138J206,WKHS,57935587,45.23218840283892
10,981419104,WRLD,154965,2.2421514931326922
11,98149E204,GLDM,9097590,3.538753913974811
12,98212N107,WRAP,7421807,17.769163986259112
13,98262P101,WW,1357956,1.9130054153613056
14,98379L100,XPEL,2011902,6.941484643356264
15,98420P308,XTNT,4716055,5.26332853210872
16,98420U703,XSPA,23141551,21.700152646685122
17,98422L107,XERS,15726437,22.6239157606958
