,CUSIP,SYMBOL,YTD_FTD_SUM,YTD_PCT_OUTSTANDING
0,04965B100,ATOM,1024930,4.3400580032260905
1,05156V102,AUPH,8327259,6.306168219874214
2,05156X884,ACB,77338683,38.980492365771916
3,051857100,JG,3562241,3.7862383839990827
4,051918803,AUNFF,12054875,4.321889911391842
5,05280R100,AUTL,7105208,9.699863209311596
6,05335B100,AUTO,1494038,10.615279787927168
7,05335P109,CBWTF,33556943,3.8692360151627496
8,05344R104,AVCO,3335911,3.8908529252413318
9,05352A209,AVTRPRA,78799,787990000.0
10,053588307,AVEO,1995918,5.584003623148873
11,053734604,AVGR,16909322,17.56650205712922
12,053774105,CAR,1920492,2.845272011581913
13,053906103,ASM,25670893,24.440095416068726
