,CUSIP,SYMBOL,YTD_FTD_SUM,YTD_PCT_OUTSTANDING
0,30049G104,EVOK,1790417,5.302665476303021
1,30068X103,XGN,388011,2.398680713552663
2,301505673,SIXS,371806,27.871514242878558
3,301505681,SIXA,616987,13.356989630471205
4,301505699,SIXL,652344,15.517402557736757
5,301505707,ROBO,318971,1.1060114378221508
6,301505715,URNM,3023815,36.4355051500231
7,301505723,HTEC,2675695,51.7248011963787
8,301505731,THNQ,411021,42.64495170783786
9,301505749,UTRN,86738,3.6490150503255117
10,301505889,EMQQ,3892413,14.841354669062994
11,30151E806,CEFS,382014,9.766122715271202
12,302104104,XONE,1019719,4.520338194966883
13,30212P303,EXPE,2052750,1.395922288457081
14,30212W100,EXPI,1619732,1.0977844237708732
15,30219E103,EXPR,21186900,30.773578381278316
16,30222R109,EXROF,5459694,4.377381411915315
