,CUSIP,SYMBOL,YTD_FTD_SUM,YTD_PCT_OUTSTANDING
0,71401N105,PKLBF,29138583,15.756285944491008
1,714236106,PBT,824373,1.692659199257275
2,716382106,PETS,2878261,13.486075133023522
3,71646E100,PTR,2274459,1.0778701251183107
4,71654V101,PBRA,7555293,75552930000.0
5,71678B107,PQEFF,27521927,4.447127654968267
6,71722W107,PHAT,330718,1.016746474000161
7,71880W303,PHIO,8402389,60.56971098152558
8,71948P100,PHUN,9976040,12.797785119712113
9,72201R205,STPZ,1733730,8.67120323579278
10,72201R304,LTPZ,1257201,12.881495662181303
11,72201R403,TIPZ,751414,25.24985601062396
