,CUSIP,SYMBOL,YTD_FTD_SUM,YTD_PCT_OUTSTANDING
0,961684206,WWR,11604467,32.55800662564123
1,96524V106,WHF,608797,2.9119134197013916
2,969904101,WSM,1070409,1.4151803629827784
3,97264L100,WIMI,4948478,6.173460707753334
4,97717W125,WTMF,588275,16.29367079071285
5,97717W182,CYB,514163,32.64251336236369
6,97717W281,DGS,3038240,7.024855434207438
7,97717W307,DLN,1137961,4.367720807560146
8,97717W315,DEM,2651885,5.934648805732171
9,97717W323,DGRE,214511,6.454490801393015
10,97717W331,DRW,171596,6.988227657003601
11,97717W422,EPI,2069717,7.711081053239255
12,97717W471,USDU,1583385,27.758425429861717
13,97717W562,EES,1302863,10.093613975121235
14,97717W604,DES,627541,1.0376306607879926
15,97717W703,DWM,495075,4.207285608809928
16,97717W794,DOL,109159,1.4328229456437176
17,97717W844,DNL,3038288,28.088021252425804
18,97717W851,DXJ,13446974,45.18648424513575
19,97717X131,IQDG,4317701,54.118885289348015
20,97717X172,WFHY,1283475,35.56563907170073
21,97717X511,AGGY,920076,4.395294461598212
22,97717X560,PUTW,683170,33.65487167285161
23,97717X578,XSOE,8745586,7.580514710630533
24,97717X594,IHDG,1972893,8.048011172697576
