Date,TSLA_QUANTITY_FAILS,close,open,low,high,volume
2020-09-25,3112,411.16,408.02,392.8,411.6927,70558486
2020-09-28,13477,435.6,440.1,432.63,440.1,49770972
2020-09-29,119336,427.42,433.0,421.4,438.4,52684288
2020-09-30,373,431.82,434.17,431.82,438.82,49517781
2020-10-01,2207,456.68,445.64,438.95,458.66,51060281
2020-10-02,13296,429.56,436.39,429.56,447.06,72471496
2020-10-05,6702,427.44,440.31,427.44,450.19,44980520
2020-10-07,2753,436.9,424.73,424.73,444.4,43382723
2020-10-08,2318,438.87,448.96,428.5,448.96,40874232
2020-10-09,4407,445.0,430.93,428.9013,455.6895,28995372
2020-10-13,147212,447.38,449.43,447.38,464.66,34938319
2020-10-14,7711,462.1,453.41,453.41,468.7,50432935
2020-10-15,10615,460.76,463.83,459.2,463.83,37323514
2020-10-16,3579,455.2,465.7,451.8,477.5001,33236276
2020-10-20,107235,429.21,434.58,427.2072,440.25,32954892
2020-10-21,5403,433.28,443.7,433.28,444.75,32839628
2020-10-27,87745,428.38,441.26,423.0,443.3,23147613
2020-10-29,246015,418.84,429.8,409.34,429.8,23588729
2020-10-30,5662,401.87,412.03,386.76,415.0651,43110455
2020-11-02,243436,417.52,410.0,399.0,417.52,29705436
2020-11-03,6169,444.9,410.29,410.29,444.9,34811484
2020-11-04,529833,439.45,434.94,429.0,443.3,33442303
2020-11-05,24832,457.81,433.1,431.8656,457.81,28958560
2020-11-09,16773,441.69,443.4,428.0,463.2,36365676
2020-11-10,12671,424.27,427.85,402.8321,440.87,31798318
2020-11-12,135159,425.57,426.88,409.7,435.0,20721284
2020-11-16,2,413.58,414.76,413.58,430.95,27935470
2020-11-18,87048,498.52,457.44,457.44,507.0,81771828
2020-11-19,13385,519.53,509.0,495.44,519.53,65502108
2020-11-20,33151,506.98,503.07,500.68,516.7,34362416
2020-11-23,11197,526.46,519.2,507.14,540.0,52362398
2020-11-24,14021,573.5,550.3,537.1,587.96,56123718
2020-11-25,1682,600.0,570.87,569.5,600.0,49511973
2020-11-27,97,602.54,584.89,582.27,604.78,37998294
2020-11-30,1800,573.0,612.97,573.0,616.5,64082617
2020-12-02,2806,568.95,569.04,558.94,596.93,50064735
2020-12-03,461,607.13,609.53,600.99,624.39,43653326
2020-12-04,351131,600.29,601.16,600.2,622.85,30454894
2020-12-07,271,657.91,616.9893,616.9893,678.546,56846484
2020-12-08,5900,680.69,649.715,626.6,680.69,65525177
2020-12-09,751,613.14,661.91,613.0,673.52,72438886
2020-12-11,6223,627.97,632.55,604.2,634.0,47096359
2020-12-15,100,662.0,666.32,644.3,666.32,46085457
2020-12-16,5505,626.35,658.76,625.0,661.1,42610597
2020-12-17,1382452,666.2,649.23,624.1,672.06,57129840
2020-12-18,8057,727.0,684.0,659.79,727.0,222134832
2020-12-21,7741,678.04,682.61,671.09,682.61,59593650
2020-12-22,395748,661.24,678.0,633.79,678.0,52209011
2020-12-23,20628,668.7,658.1,642.8388,678.0657,34129058
2020-12-24,4479,687.39,669.12,643.0,687.39,23563225
2020-12-28,93808,693.75,693.47,666.6,708.7,33462201
2020-12-29,6854,674.6,690.0,674.6,690.0,23918825
2020-12-30,2279,727.74,682.0,679.7563,727.74,44039632
2020-12-31,44113,719.47,701.04,701.04,746.18,49861953
2021-01-04,7111,748.77,754.68,744.3503,764.6173,50583945
2021-01-05,77616,737.95,753.4,729.6,753.4,32307039
2021-01-06,12282,786.27,779.22,777.4,794.0,46763375
2021-01-07,1951,855.53,792.3,792.3,855.53,51808864
2021-01-08,2682,900.2,883.0,859.71,900.2,76747945
2021-01-11,102030,846.38,850.7,809.9894,865.93,59773632
2021-01-12,22211,854.52,872.0,854.52,888.0,46878193
2021-01-13,25242,879.44,873.19,839.0,879.44,34569457
2021-01-14,25886,877.0,877.82,840.95,886.0,32565286
2021-01-15,12418,862.23,885.0,852.4,887.5,39270703
2021-01-19,10285,860.22,840.9,840.9,867.0,26523440
2021-01-20,6834,878.19,898.02,876.12,898.02,26123395
2021-01-21,2969,874.14,890.0,858.1374,890.0,21228999
2021-01-22,40,865.75,868.04,865.75,868.51,20683489
2021-01-25,24002,891.3,888.0,864.9634,903.2,41740681
2021-01-26,20680,912.99,917.42,887.0,917.42,23258168
2021-01-27,6156,882.43,909.07,882.43,909.7,27628359
2021-01-28,5685,876.59,827.0,827.0,876.59,27614584
2021-01-29,12260,804.82,865.5393,793.1,870.95,36396319
2021-02-01,12551,851.81,828.6,803.3058,852.0,26238280
2021-02-02,174912,898.09,881.52,866.3969,906.7,25537585
2021-02-03,1634,870.38,882.99,870.38,907.7,18592169
2021-02-04,22081,884.37,865.0,862.01,884.37,15942903
2021-02-05,1138,871.85,861.0,843.34,905.06,19029576
2021-02-08,502,872.29,885.72,858.8,903.42,21117531
2021-02-09,9220,875.71,886.12,865.41,900.9,15167975
2021-02-10,4876,815.17,852.791,815.17,862.27,37265932
2021-02-11,12680,829.97,838.56,829.97,841.486,22229178
2021-02-12,98103,819.91,825.23,815.8142,849.45,23843003
2021-02-17,199231,837.9,809.28,792.83,837.9,26402986
2021-02-18,1802,809.89,812.5,805.23,822.64,18173274
2021-02-19,3289,816.4,798.0,795.66,820.7152,19266038
2021-02-22,3151,748.7,788.95,720.1,788.95,38305139
2021-02-23,1911,717.13,675.53,645.0,726.2999,67163140
2021-02-24,4665,761.17,737.14,725.54,769.0,37742243
2021-02-25,8528,698.17,757.48,672.29,761.9077,40835783
2021-02-26,3086,708.6,709.0,660.63,733.0,41228726
2021-03-01,23672,732.98,705.49,705.49,889.0,27835297
2021-03-02,88253,702.51,731.38,702.51,734.49,23835875
2021-03-03,2003,684.9,720.69,676.689,720.69,31305560
2021-03-04,35293,622.31,685.0,609.0,902.57,67567567
2021-03-05,17040,607.42,649.08,564.21,659.0069,89608652
2021-03-08,14750,572.0,611.7,569.26,650.659,54194452
2021-03-09,118683,677.54,610.62,610.62,708.74,67965365
2021-03-10,17252,698.23,726.7,678.81,749.11,61199939
2021-03-11,2755,723.7,700.4,700.4,723.7,37717724
2021-03-12,207186,727.49,681.0,681.0,727.49,33797836
2021-03-15,34981,713.56,720.77,685.84,746.23,30409822
2021-03-16,114425,710.52,726.16,698.0,731.61,33667520
2021-03-17,2236,722.92,665.46,652.39,722.92,41877516
2021-03-18,9366,664.58,696.15,664.58,701.53,33814217
2021-03-19,4317,687.48,677.3,626.4407,687.48,44938542
2021-03-22,12916,676.0,713.61,676.0,728.32,41103958
2021-03-23,34360,682.92,705.41,663.5,705.41,31320768
2021-03-26,2835,642.41,671.57,627.22,671.57,34506325
2021-03-29,4582,624.88,645.67,600.24,647.06,28699298
2021-03-30,24033,639.04,609.0,603.87,648.06,39782353
2021-03-31,6823,669.95,673.81,648.24,697.0,34723729
2021-04-01,16918,662.78,711.61,662.78,711.61,36908419
2021-04-05,13205,707.21,738.43,707.1,740.82,43595335
2021-04-06,4074,721.4,706.3,689.7,721.4,28816775
2021-04-07,1105,682.13,692.0,672.19,701.54,26417625
2021-04-09,13574,694.32,689.91,689.91,700.85,22411664
2021-04-14,32,767.0,774.8,754.4,807.81,50892208
2021-04-16,90567,751.57,749.26,739.0,766.89,28643930
2021-04-19,3721,725.72,720.0,720.0,739.5,41093357
2021-04-20,3100,723.53,731.9,723.53,737.3,37095208
2021-04-21,1786,753.34,717.14,699.0,753.34,32577689
2021-04-22,26611,726.05,762.6,726.05,781.85,36916238
2021-04-23,8896,746.1,743.2,732.17,746.1,29001656
2021-04-26,1182,747.7,756.0,747.7,762.9,32442176
2021-04-27,13159,706.99,719.23,704.4613,725.0,30597694
2021-04-28,4375,714.5,702.6,702.6,725.9,22868237
2021-04-30,22784,710.4,681.22,672.1,738.71,41337557
2021-05-03,5972,695.4,717.8,695.4,730.0,27847583
2021-05-04,82017,686.1,695.42,686.1,714.2199,30799084
2021-05-05,1051,688.46,693.17,672.57,696.4836,22076258
2021-05-07,1007,694.76,682.5,682.5,701.0,24166897
2021-05-10,6693,632.88,683.4,632.88,697.95,31793837
2021-05-11,1042,632.4,601.37,601.37,640.522,47530370
2021-05-12,113711,613.85,627.21,593.071,629.81,35328420
2021-05-13,170465,584.79,628.262,575.69,635.1118,45785714
2021-05-14,35837,599.45,584.45,581.81,607.22,34305516
2021-05-17,23163,593.07,579.1544,579.1544,593.16,33722768
2021-05-21,15356,581.02,611.85,581.02,620.08,26906302
2021-05-25,58359,617.09,611.73,607.2,622.93,28861394
2021-05-26,5510,626.46,622.34,603.0,628.09,29509873
2021-05-27,2254,654.58,641.24,640.97,654.58,27502212
2021-05-28,1084,642.28,648.9,628.91,666.37,23465018
2021-06-01,6871,654.1,657.7,623.59,657.7,18923315
2021-06-02,37554,629.57,626.23,626.23,638.02,24203142
2021-06-03,18970,597.45,628.4,591.95,628.4,31560573
2021-06-04,18441,609.0,593.82,578.7,624.04,25173472
2021-06-07,45586,607.15,601.884,593.99,626.0,23648429
2021-06-08,6404,603.79,644.52,603.79,644.52,26972601
2021-06-09,6542,624.97,602.56,602.56,624.97,16765053
2021-06-10,12467,614.88,622.47,614.88,626.6,25000791
2021-06-11,371,634.64,621.1,604.91,634.64,16209014
2021-06-14,1823,634.86,622.39,619.1,642.99,20563807
2021-06-15,740198,611.33,645.75,611.33,645.75,18014545
2021-06-16,772421,608.33,599.771,599.771,616.6,22888834
2021-06-17,766542,624.4,607.6249,607.6249,631.59,23146475
2021-06-18,1006,650.14,627.79,624.2,650.14,25067613
2021-06-21,100016,627.84,631.11,627.84,662.16,25541995
2021-06-22,20100,640.68,624.49,621.4,644.9272,19470676
2021-06-24,80,697.21,689.21,676.98,709.33,46622214
2021-06-29,13299,698.73,706.52,679.21,706.52,18089649
2021-06-30,9080,681.0,702.83,681.0,715.36,19449879
2021-07-01,6107,704.19,688.61,684.8,704.19,19126439
2021-07-02,5,682.5,708.91,682.5,708.91,27132787
2021-07-06,14607,660.49,694.0325,660.49,709.0,23570717
2021-07-07,6114,667.81,666.98,642.35,667.9,19428722
2021-07-08,54919,657.62,639.9,621.43,659.3,22871292
2021-07-12,108,706.1,672.3,672.3,721.46,26213088
2021-07-13,1636,701.95,689.13,680.5743,701.95,21249175
2021-07-14,31,667.01,687.18,657.88,687.18,22393132
2021-07-15,848,665.1,667.67,665.1,684.01,20318462
2021-07-23,1695,655.38,662.7,638.8707,662.7,14685198
2021-07-28,930,659.43,660.478,656.9709,673.6741,16079379
2021-07-30,2661,715.0,683.453,682.0,715.0,30013044
2021-08-02,5000,726.06,709.0,709.0,732.88,33990522
2021-08-03,110163,722.99,721.0,721.0,752.79,22120211
2021-08-04,42176,734.1,727.0,727.0,734.1,17792157
2021-08-06,1406,717.9,722.6,703.61,722.6,16262150
2021-08-10,89,714.57,716.52,714.57,732.94,13885132
2021-08-11,1206,730.7,733.61,729.88,733.61,10121863
2021-08-12,54882,747.99,737.94,716.1,747.99,17950691
2021-08-16,55,698.54,705.93,698.54,731.5,23913397
2021-08-17,1615,677.84,693.43,671.63,693.43,24715336
2021-08-20,3141,681.22,683.65,681.22,703.627,15040917
2021-08-24,13391,740.76,722.54,722.54,740.76,13185870
2021-08-25,3833,742.3,736.52,706.0,742.3,13098823
2021-08-26,5361,704.4,738.57,704.4,738.57,13246860
2021-08-27,1949,746.51,732.0,725.2158,746.51,14118442
2021-08-30,110,756.82,728.353,713.72,756.82,19348633
2021-08-31,8188,757.66,751.0,740.41,757.66,21640566
2021-09-02,20329,738.65,746.6,738.65,772.48,12943646
2021-09-03,18742,749.82,740.4414,724.5,749.82,15954945
2021-09-08,4642,765.54,785.07,748.7883,791.03,19598558
2021-09-10,1418,752.96,796.6,752.96,796.6,15911156
2021-09-13,196,759.0,774.7975,727.76,774.7975,23315577
2021-09-14,20492,766.71,751.0,751.0,785.87,18837697
