Date,GME_QUANTITY_FAILS,close,open,low,high,volume
2021-01-14,621483,41.34,39.48,33.58,45.21,95534268
2021-01-15,892653,36.7,38.89,34.55,42.55,47823905
2021-01-19,1498576,40.36,43.44,37.56,45.96,76084241
2021-01-20,1007562,39.63,37.91,37.04,43.027,34934222
2021-01-21,1438994,44.5,39.96,37.0,46.04,58276235
2021-01-22,273600,68.07,43.19,43.19,78.5689,198974999
2021-01-25,275113,80.61,99.49,62.78,163.86,181835086
2021-01-26,2099572,149.01,88.64,81.9,150.0,179677254
2021-01-27,1972862,362.84,359.07,257.0,386.0,95435870
2021-01-28,1032986,195.2,271.0,115.47,491.0,60375382
2021-01-29,138179,336.0,392.44,258.0,422.97,51198825
2021-02-01,10975,230.0,318.69,212.0,327.0,38272032
2021-02-02,159298,92.0,145.13,76.0804,160.0,80737571
2021-02-03,47564,94.95,114.73,86.86,114.73,44640594
2021-02-04,88767,54.1,91.42,54.1,91.8,63981490
2021-02-05,27307,66.0,55.14,52.66,96.0,85323626
2021-02-08,304,62.0,75.41,59.56,75.41,26101461
2021-02-09,22796,51.45,58.44,48.83,58.44,27537990
2021-02-10,99,52.8,52.61,47.93,64.01,37263410
2021-02-11,1534,52.4,50.22,48.8344,56.0,13161420
2021-02-12,15102,53.1,52.36,49.6,56.32,15181678
2021-02-16,5218,49.64,53.31,49.64,55.6,8188622
2021-02-17,52861,47.85,50.12,44.84,51.87,9280229
2021-02-18,8435,41.52,50.79,41.52,50.79,24828373
2021-02-19,16734,42.3,42.75,39.3,45.05,14838222
2021-02-22,1910,48.0,48.24,42.5,48.88,20422477
2021-02-23,14856,46.23,46.72,40.0,47.4,7777724
2021-02-24,173307,95.14,45.6,45.4,95.3,84261054
2021-02-25,29072,109.3,173.3,103.0,193.77,152112928
2021-02-26,298018,103.97,122.26,86.0,145.6,96039540
2021-03-01,82708,121.7,109.19,104.43,139.65,49822280
2021-03-02,26373,120.37,118.65,112.8,137.7,34594444
2021-03-03,15394,125.9,128.44,116.9,133.24,19656635
2021-03-04,20176,136.71,129.0,118.0,148.0593,33463286
2021-03-05,33363,143.29,130.2,130.2,156.13,30790638
2021-03-08,1907,203.1,154.94,153.1,212.4622,66593712
2021-03-09,17382,252.7,228.0,218.2467,252.7,40912305
2021-03-10,22839,271.0,276.38,179.0,355.0,72891641
2021-03-11,10818,267.0,249.81,233.1,285.0,29184986
2021-03-12,155658,275.3,279.4906,273.93,300.2,25847337
2021-03-15,46344,230.16,285.93,210.0,294.0,25406090
2021-03-16,140554,208.29,206.74,176.68,222.9,36286651
2021-03-17,47597,218.51,218.66,213.0,234.69,16921536
2021-03-18,32220,201.82,222.0,200.88,228.62,11863878
2021-03-19,637,206.11,198.72,191.19,230.0,25724410
2021-03-22,17163,198.05,207.92,193.8908,214.0875,10381925
2021-03-23,83058,189.2,199.5,179.04,205.06,14741104
2021-03-24,38387,121.13,165.81,120.12,168.09,25074370
2021-03-25,20295,189.91,128.23,118.9,196.3,51679397
2021-03-26,62109,186.0,204.56,164.92,225.9152,37498677
2021-03-29,86859,189.7,182.94,173.63,195.33,10046647
2021-03-30,17841,197.65,189.7,189.0,210.2,17226328
2021-03-31,14031,193.31,203.8,192.9337,203.8,8487094
2021-04-01,25667,194.3,202.82,189.6,205.848,9721049
2021-04-05,8090,191.33,174.437,171.24,200.0,14629763
2021-04-06,15799,184.9,186.47,184.9,197.0,6420333
2021-04-07,85817,178.29,189.15,177.93,191.9368,4780306
2021-04-08,8161,172.4,186.7,165.5,192.8,10173599
2021-04-09,71528,163.57,172.3,156.0,174.27,9550944
2021-04-12,1186,147.68,159.08,137.73,171.8,17402656
2021-04-13,28097,145.71,143.26,134.0,150.0067,7007178
2021-04-14,6015,167.28,147.82,147.82,181.62,21686043
2021-04-15,36460,159.71,165.0,156.3,171.1942,8077420
2021-04-16,67097,159.57,158.0,157.33,165.2437,5276653
2021-04-19,2572,167.25,175.6,167.25,180.1,10883489
2021-04-20,88599,159.45,166.89,159.45,166.89,4775538
2021-04-22,15959,155.02,161.1,147.16,161.5,4532788
2021-04-23,23180,153.76,156.0,149.8,157.0229,4154045
2021-04-26,3862,175.62,158.42,153.63,179.487,10557962
2021-04-27,49719,184.54,190.28,177.3,196.0,9297694
2021-04-28,50238,183.74,177.9,173.8573,189.58,5851626
2021-04-29,9249,183.03,177.82,176.06,186.1,3914048
2021-04-30,14143,179.57,179.0,175.3,190.8,4533363
2021-05-03,8368,165.7,182.43,159.74,182.43,5311959
2021-05-04,15693,166.26,160.0,153.3,166.26,4079535
2021-05-05,14934,165.37,168.3,165.37,170.4,1790113
2021-05-06,621,168.18,167.3,156.6,171.13,2984084
2021-05-07,25878,162.27,163.52,159.6446,174.03,3007742
2021-05-10,28012,147.48,161.6,147.48,163.446,4929606
2021-05-11,11910,149.74,138.0,138.0,152.4,4753238
2021-05-12,38690,149.2,148.3,148.3,150.7,2754546
2021-05-13,42923,169.1,152.95,150.72,178.31,9228568
2021-05-14,7455,163.96,168.0,162.25,169.83,4311445
2021-05-17,59285,183.8,160.16,160.16,189.4,7827340
2021-05-18,27403,184.78,177.26,169.46,190.8,7962954
2021-05-19,17804,174.05,178.03,166.86,183.5576,4968417
2021-05-20,75521,178.93,178.62,170.8,178.93,2521593
2021-05-21,27904,179.35,174.0,174.0,184.63,3682947
2021-05-24,47904,184.08,184.22,178.63,192.5381,4805614
2021-05-25,18835,211.01,187.0,187.0,224.79,15078325
2021-05-26,749,248.72,230.0,229.87,253.9448,21286120
2021-05-27,18598,256.25,236.2,228.0,275.0,16146546
2021-05-28,52275,224.0,266.64,221.45,272.7654,11856879
2021-06-01,8598,256.07,238.08,229.12,266.59,9969040
2021-06-02,905,289.02,250.28,246.8,298.0,16159572
2021-06-03,17858,258.35,269.1,245.308,279.72,8119609
2021-06-04,4273,259.48,268.79,252.5,274.0,3695165
2021-06-07,2037,284.65,270.0,267.4448,294.0,6064759
2021-06-08,2634,311.0,306.0,284.0,358.63,18069258
2021-06-09,30313,308.19,303.92,303.92,330.0,13639370
2021-06-10,278,222.16,282.0,212.0,293.0,23735107
2021-06-11,48710,233.94,233.23,207.68,246.94,15957604
2021-06-14,105712,232.39,239.2,222.7,245.81,7480977
2021-06-16,3869,228.09,215.65,215.0,232.9687,5592150
2021-06-17,8690,229.7,232.0,229.7,244.03,4657774
2021-06-18,462852,218.45,230.61,218.45,230.61,4496943
2021-06-21,13632,203.58,221.02,197.0,221.02,5273105
2021-06-22,25276,227.6,222.7,209.67,233.79,8309317
2021-06-23,89304,219.6,229.54,218.26,232.22,3624557
2021-06-24,1853,218.6,224.963,213.5,230.27,3878341
2021-06-25,26507,215.67,221.0,199.1,221.0,13315110
2021-06-28,134659,221.96,221.25,212.8,227.21,5066280
2021-06-29,346542,212.8,215.38,210.51,220.96,2601055
2021-06-30,6246,223.32,213.06,213.06,223.32,2617153
2021-07-01,313200,209.02,216.7,209.02,221.73,2758930
2021-07-02,11302,210.07,211.3,197.1,213.04,2613037
2021-07-06,4288,201.62,211.0,198.8827,211.0,2802925
2021-07-07,2934,191.19,198.0,184.36,206.1,4296131
2021-07-09,466,195.54,195.84,187.86,201.82,1630676
2021-07-12,18240,192.66,196.14,192.66,206.88,1641533
2021-07-13,1852,187.92,192.21,187.0,196.89,2439096
2021-07-14,4599,169.65,181.19,169.65,189.89,3930707
2021-07-16,7971,175.4,170.66,169.6,186.52,3416208
2021-07-19,9986,176.49,163.3,163.3,183.0,2526523
2021-07-20,24781,193.41,181.7,177.0,195.8538,3175247
2021-07-21,38351,187.0,189.82,182.64,201.6,2236695
2021-07-22,33070,182.23,194.0,179.48,194.0,1414170
2021-07-23,36436,181.61,185.0,175.33,188.4,1373511
2021-07-26,7907,192.25,182.58,182.58,192.25,1305518
2021-07-27,25789,178.89,189.0,178.89,189.0,1219998
2021-07-28,3252,170.77,181.31,169.5,181.31,4111463
2021-07-29,613,170.09,172.5,167.49,175.29,2282751
2021-07-30,229665,166.03,173.0,161.03,174.78,2466965
2021-08-03,3076,157.26,164.56,155.3,164.56,14494009
2021-08-04,98855,149.3,157.08,147.427,165.65,2449534
2021-08-05,1316894,153.6,151.0,146.3,160.2,2449842
2021-08-06,315331,153.91,160.77,153.91,162.0,1377200
2021-08-09,74406,167.9,157.5,155.46,172.71,2262206
2021-08-10,74871,161.59,166.92,161.59,170.1237,1674787
2021-08-11,6624,161.94,159.17,157.52,164.57,990817
2021-08-12,125,163.71,160.87,160.87,170.47,1377941
2021-08-13,1227,168.47,164.26,161.6394,168.47,1057098
2021-08-16,22314,166.62,167.0,164.3192,174.8151,1621476
2021-08-17,2020,168.14,162.08,162.08,175.48,1248266
2021-08-18,28465,163.21,164.54,162.96,166.8,1455504
2021-08-19,15291,157.7,162.19,155.93,162.19,1198938
2021-08-20,4821,162.6,158.4,155.37,165.41,1210371
2021-08-23,1723,164.91,165.32,160.31,171.26,1393808
2021-08-24,7278,214.91,167.32,167.32,226.0,14823539
2021-08-25,2363,204.61,215.85,198.0,231.0,13036829
2021-08-26,10983,206.97,207.85,204.0,220.0,6381480
2021-08-30,21332,216.4,209.0,205.74,222.75,3333903
2021-08-31,93073,229.03,217.7,212.23,229.03,3706513
2021-09-01,956,213.46,227.0,213.46,242.942,4576278
2021-09-02,3330,222.51,222.99,212.3,222.99,1910485
2021-09-03,14295,212.37,217.7,206.53,225.5,2770515
2021-09-07,9129,207.0,207.89,196.6,217.5,2621457
2021-09-08,96,205.9,208.94,191.4568,211.13,5183166
2021-09-09,544,202.6,181.803,181.0,205.0,7838538
2021-09-10,4836,197.37,203.663,197.37,204.08,3169419
2021-09-13,3751,205.5,199.51,192.4,219.13,4445447
2021-09-14,7135,204.62,209.89,202.0,210.64,2189278
